##### Points inside Mask #####
43: (112.9156494140625, 151.2636260986328, 79.5158920288086)
44: (122.69424438476562, 151.54855346679688, 46.707523345947266)
45: (105.39900207519531, 138.4327850341797, 93.46147918701172)
46: (113.00628662109375, 145.38824462890625, 85.3291244506836)
47: (113.3990249633789, 149.14683532714844, 86.74991607666016)
48: (95.97667694091797, 165.91908264160156, 120.10169982910156)
49: (90.34486389160156, 151.42642211914062, 94.2746353149414)
50: (88.5618896484375, 161.42666625976562, 79.2763442993164)
51: (97.90888977050781, 163.36416625976562, 107.31085968017578)
52: (93.58275604248047, 163.3872833251953, 110.87858581542969)
53: (89.43310546875, 171.2784423828125, 117.02180480957031)
54: (94.4766616821289, 165.22288513183594, 117.22159576416016)
55: (147.8808135986328, 136.02967834472656, 49.02397155761719)
56: (109.85822296142578, 157.11199951171875, 88.26695251464844)
57: (172.08969116210938, 140.52059936523438, 48.53255081176758)
58: (170.56912231445312, 143.8700714111328, 48.36201858520508)
59: (156.7173309326172, 152.19058227539062, 36.19911193847656)
60: (142.70394897460938, 145.9213104248047, 72.34907531738281)
61: (111.59111022949219, 150.7071533203125, 72.13947296142578)
62: (144.201171875, 133.95321655273438, 66.53005981445312)
63: (115.15696716308594, 141.36390686035156, 80.86559295654297)
64: (91.93412780761719, 155.59909057617188, 70.99947357177734)
65: (135.79910278320312, 149.61514282226562, 47.15324783325195)
66: (117.90113067626953, 147.7324981689453, 82.71857452392578)
67: (127.32130432128906, 152.8607940673828, 46.1423454284668)
68: (147.37109375, 146.15623474121094, 56.428321838378906)
69: (103.124755859375, 164.99008178710938, 107.64985656738281)
70: (117.58914947509766, 144.88803100585938, 77.80635070800781)
71: (125.62488555908203, 141.9874267578125, 72.36458587646484)
72: (90.48502349853516, 151.2738494873047, 95.56964111328125)
73: (100.72881317138672, 149.81907653808594, 98.09068298339844)
74: (105.19950103759766, 162.0342254638672, 91.32530975341797)
75: (133.89505004882812, 153.57687377929688, 62.791717529296875)
76: (109.95938873291016, 158.13174438476562, 87.23504638671875)
77: (102.81669616699219, 154.67466735839844, 99.2537612915039)
78: (178.41299438476562, 149.37806701660156, 53.19655227661133)
79: (174.0477294921875, 150.39710998535156, 51.152992248535156)
80: (164.5986785888672, 155.19778442382812, 48.975791931152344)
81: (129.62741088867188, 150.06765747070312, 67.83516693115234)
82: (99.62361145019531, 149.06964111328125, 88.11043548583984)
83: (142.09185791015625, 141.8158416748047, 70.69831848144531)
84: (125.56025695800781, 149.96861267089844, 74.55632781982422)
85: (125.11572265625, 150.53933715820312, 47.166786193847656)
86: (90.04502868652344, 152.2128143310547, 88.80815124511719)
87: (93.51957702636719, 155.84268188476562, 68.5616683959961)
88: (100.22406005859375, 158.2888641357422, 59.94535446166992)
89: (135.84396362304688, 151.1181182861328, 47.280921936035156)
90: (113.83965301513672, 153.9512481689453, 91.23296356201172)
91: (114.53333282470703, 147.37315368652344, 83.2698974609375)
92: (108.18778228759766, 153.9603271484375, 53.01166534423828)
93: (143.5496826171875, 145.6587371826172, 63.21320343017578)
94: (107.3291015625, 163.08445739746094, 90.1312255859375)
95: (95.951904296875, 151.6036834716797, 109.5850830078125)
96: (85.98248291015625, 143.52206420898438, 92.50028228759766)
97: (193.98854064941406, 129.06967163085938, 58.737239837646484)
98: (187.79833984375, 132.7524871826172, 56.762115478515625)
99: (180.31781005859375, 141.5679931640625, 56.047096252441406)
100: (167.1317138671875, 144.19879150390625, 36.796112060546875)
101: (189.27293395996094, 136.33685302734375, 33.756221771240234)
102: (145.21192932128906, 132.45335388183594, 56.32320785522461)
103: (123.43272399902344, 156.27333068847656, 67.77540588378906)
104: (131.94369506835938, 146.31088256835938, 74.30463409423828)
105: (93.27985382080078, 154.30828857421875, 68.07266998291016)
106: (148.8102264404297, 145.4230499267578, 60.10432052612305)
107: (144.12681579589844, 145.81654357910156, 68.9107437133789)
108: (91.05935668945312, 151.16433715820312, 85.0869369506836)
109: (128.23321533203125, 154.1949005126953, 46.31793975830078)
110: (147.462158203125, 147.15724182128906, 56.77803039550781)
111: (114.12971496582031, 154.5640106201172, 90.40409088134766)
112: (140.6744842529297, 149.91542053222656, 50.63185501098633)
113: (135.17532348632812, 150.82040405273438, 47.801456451416016)
114: (132.99124145507812, 150.46083068847656, 47.478885650634766)
115: (104.10726165771484, 150.41775512695312, 101.6513671875)
116: (195.55250549316406, 120.49113464355469, 59.55459976196289)
117: (199.21900939941406, 121.0108413696289, 58.022483825683594)
118: (107.72422790527344, 157.3526611328125, 89.34454345703125)
119: (212.6145782470703, 120.23607635498047, 71.12346649169922)
120: (187.01358032226562, 133.23509216308594, 56.81664276123047)
121: (89.47600555419922, 164.51629638671875, 85.35160064697266)
122: (180.4475555419922, 141.63633728027344, 56.11732864379883)
123: (140.42730712890625, 131.80221557617188, 73.60298919677734)
124: (154.73802185058594, 122.0489273071289, 85.14615631103516)
125: (106.73063659667969, 157.18313598632812, 54.226417541503906)
126: (91.90213775634766, 152.14242553710938, 73.33157348632812)
127: (115.52598571777344, 155.42430114746094, 49.515838623046875)
128: (113.44776153564453, 155.8739013671875, 50.420387268066406)
129: (102.14509582519531, 158.0811004638672, 58.822967529296875)
130: (136.6199493408203, 151.81336975097656, 47.48427963256836)
131: (138.87966918945312, 150.04495239257812, 66.34935760498047)
132: (135.94493103027344, 148.47247314453125, 59.410404205322266)
133: (120.39625549316406, 153.79815673828125, 47.990875244140625)
134: (134.0984344482422, 150.4051971435547, 47.94577407836914)
135: (102.05754852294922, 146.08261108398438, 93.0736312866211)
136: (134.405517578125, 150.10916137695312, 66.43146514892578)
137: (84.88719177246094, 154.21466064453125, 90.31952667236328)
138: (99.04024505615234, 155.1840057373047, 56.803253173828125)
139: (202.7245330810547, 125.70987701416016, 64.2501449584961)
140: (217.21261596679688, 127.62206268310547, 72.35868835449219)
141: (204.6979522705078, 127.06607818603516, 67.0777816772461)
142: (183.04055786132812, 144.39376831054688, 57.464576721191406)
143: (119.86746978759766, 207.7565155029297, 56.044673919677734)
144: (115.77951049804688, 199.2392578125, 63.98832702636719)
145: (160.66709899902344, 127.06409454345703, 93.25123596191406)
146: (141.16871643066406, 151.9104461669922, 51.03968048095703)
147: (139.34939575195312, 152.7587432861328, 49.07410430908203)
148: (138.87867736816406, 152.26307678222656, 52.89493179321289)
149: (114.45295715332031, 157.07164001464844, 49.87548828125)
150: (119.53719329833984, 155.65304565429688, 79.82097625732422)
151: (136.4328155517578, 150.09249877929688, 50.4867057800293)
152: (128.5603790283203, 151.7279510498047, 46.886146545410156)
153: (107.30619049072266, 154.1991424560547, 53.0790901184082)
154: (139.00177001953125, 147.3953857421875, 50.33528518676758)
155: (100.19175720214844, 146.3545379638672, 91.93511962890625)
156: (107.70177459716797, 140.0220184326172, 59.56803894042969)
157: (88.84428405761719, 153.35096740722656, 95.7433853149414)
158: (97.77267456054688, 168.7373809814453, 64.76437377929688)
159: (88.20105743408203, 160.83995056152344, 83.69615173339844)
160: (214.55699157714844, 126.2037582397461, 77.38249969482422)
161: (182.4036407470703, 136.45803833007812, 62.660518646240234)
162: (84.58861541748047, 164.00189208984375, 113.19042205810547)
163: (129.74583435058594, 148.5589599609375, 79.56471252441406)
164: (158.87681579589844, 119.4863510131836, 83.83922576904297)
165: (152.75486755371094, 136.86376953125, 83.43334197998047)
166: (143.7782440185547, 151.6777801513672, 57.81724548339844)
167: (127.73583221435547, 157.86630249023438, 66.90190124511719)
168: (104.44689178466797, 153.9858856201172, 65.58528900146484)
169: (107.85066223144531, 163.71461486816406, 89.27748107910156)
170: (145.08323669433594, 150.9219970703125, 57.12945556640625)
171: (121.96134185791016, 153.1918182373047, 47.283931732177734)
172: (97.7045669555664, 153.55783081054688, 62.57936477661133)
173: (138.08193969726562, 149.13990783691406, 50.08211135864258)
174: (101.59247589111328, 146.01683044433594, 89.73816680908203)
175: (101.35877990722656, 147.01641845703125, 91.33323669433594)
176: (100.6181869506836, 146.43797302246094, 60.43034744262695)
177: (93.98595428466797, 164.42800903320312, 59.823116302490234)
178: (93.86768341064453, 165.35205078125, 76.42381286621094)
179: (111.40800476074219, 167.0238800048828, 57.29859924316406)
180: (145.92567443847656, 157.36126708984375, 47.36611557006836)
181: (149.4049530029297, 124.08513641357422, 73.04185485839844)
182: (161.35887145996094, 127.53880310058594, 92.14884185791016)
183: (157.78952026367188, 141.38186645507812, 67.47454833984375)
184: (129.2143096923828, 155.05946350097656, 49.264198303222656)
185: (109.2721176147461, 153.97804260253906, 58.459877014160156)
186: (101.20687103271484, 165.65281677246094, 101.90516662597656)
187: (136.79348754882812, 153.29652404785156, 60.077171325683594)
188: (112.00779724121094, 163.80555725097656, 79.90276336669922)
189: (107.94209289550781, 163.5973358154297, 87.65960693359375)
190: (120.43138122558594, 153.49887084960938, 48.59122848510742)
191: (110.41574096679688, 151.54734802246094, 84.1004638671875)
192: (128.1310577392578, 139.87709045410156, 50.26004409790039)
193: (91.59033966064453, 147.02252197265625, 78.06688690185547)
194: (110.60757446289062, 140.68170166015625, 54.87107849121094)
195: (102.55570220947266, 163.07859802246094, 49.18148422241211)
196: (104.02079010009766, 165.8847198486328, 59.00577163696289)
197: (140.4573211669922, 158.34617614746094, 46.43807601928711)
198: (156.44175720214844, 150.58786010742188, 48.66230773925781)
199: (206.3004913330078, 131.58444213867188, 77.41674041748047)
200: (168.35333251953125, 153.62486267089844, 55.01382827758789)
201: (163.6189727783203, 130.4311981201172, 94.25575256347656)
202: (129.34519958496094, 154.28756713867188, 62.32693862915039)
203: (117.48356628417969, 140.70223999023438, 56.30998229980469)
204: (159.39218139648438, 141.56637573242188, 66.87982177734375)
205: (105.86553192138672, 153.7899627685547, 66.05482482910156)
206: (133.09136962890625, 150.62266540527344, 49.17802047729492)
207: (129.80545043945312, 156.93203735351562, 67.49470520019531)
208: (121.06571197509766, 159.748046875, 49.6390495300293)
209: (118.6718978881836, 161.8444366455078, 74.79212951660156)
210: (101.60478210449219, 159.7255401611328, 98.86042785644531)
211: (102.38780212402344, 156.94837951660156, 92.5722885131836)
212: (96.92610168457031, 152.5861053466797, 91.60465240478516)
213: (93.55328369140625, 147.3159942626953, 70.95571899414062)
214: (114.74752807617188, 151.52113342285156, 45.43195724487305)
215: (112.92447662353516, 150.469482421875, 45.48792266845703)
216: (115.37142944335938, 161.5811309814453, 45.742515563964844)
217: (155.612548828125, 149.0618133544922, 47.06538772583008)
218: (197.4122772216797, 149.1798553466797, 78.5584487915039)
219: (151.7830352783203, 141.9197235107422, 31.348817825317383)
220: (104.79362487792969, 153.938232421875, 83.34426879882812)
221: (101.6823501586914, 154.16323852539062, 87.42399597167969)
222: (118.04460144042969, 155.24734497070312, 72.88539123535156)
223: (126.49269104003906, 159.22845458984375, 68.39332580566406)
224: (137.030029296875, 154.1670379638672, 64.73860931396484)
225: (143.23268127441406, 151.4379119873047, 52.979393005371094)
226: (135.17030334472656, 155.6219024658203, 49.32223129272461)
227: (139.71963500976562, 152.78118896484375, 50.562076568603516)
228: (111.62596130371094, 160.6769256591797, 81.0638427734375)
229: (107.2580337524414, 159.31704711914062, 88.38137817382812)
230: (113.70538330078125, 158.49452209472656, 79.02745819091797)
231: (88.0398941040039, 156.06031799316406, 80.61604309082031)
232: (90.73487854003906, 151.45335388183594, 70.26627349853516)
233: (149.85585021972656, 149.15447998046875, 45.83708572387695)
234: (145.65040588378906, 147.30679321289062, 43.83228302001953)
235: (145.23983764648438, 148.21131896972656, 42.99219512939453)
236: (153.4638671875, 155.338623046875, 53.38523864746094)
237: (198.52362060546875, 157.8119354248047, 76.79154205322266)
238: (133.51312255859375, 151.801513671875, 57.51032638549805)
239: (120.52733612060547, 158.81582641601562, 69.91996002197266)
240: (98.48428344726562, 155.62057495117188, 93.68183135986328)
241: (101.87444305419922, 155.9923553466797, 87.11690521240234)
242: (144.7528076171875, 149.41702270507812, 56.52645492553711)
243: (131.60565185546875, 157.4803466796875, 48.795623779296875)
244: (133.59107971191406, 154.756591796875, 57.292388916015625)
245: (115.31405639648438, 161.5489501953125, 76.74357604980469)
246: (115.8529281616211, 161.52137756347656, 76.28640747070312)
247: (125.25739288330078, 157.06321716308594, 68.1719970703125)
248: (90.60336303710938, 154.5469207763672, 90.6456527709961)
249: (91.377197265625, 149.54339599609375, 71.35566711425781)
250: (142.20803833007812, 152.61141967773438, 43.390846252441406)
251: (198.1081085205078, 157.58583068847656, 77.15469360351562)
252: (155.02474975585938, 135.3625946044922, 98.46827697753906)
253: (113.3745346069336, 159.67300415039062, 72.18579864501953)
254: (118.99734497070312, 161.26136779785156, 71.06815338134766)
255: (118.94282531738281, 159.50843811035156, 72.0808334350586)
256: (126.62693786621094, 163.8614959716797, 62.22760009765625)
257: (92.47260284423828, 159.7209930419922, 86.81551361083984)
258: (122.62882232666016, 170.85977172851562, 64.53756713867188)
259: (112.85416412353516, 163.8474578857422, 75.5385971069336)
260: (123.7496566772461, 161.02464294433594, 70.6995620727539)
261: (133.82070922851562, 154.45849609375, 50.51414108276367)
262: (110.95391845703125, 161.15267944335938, 81.70836639404297)
263: (98.13162231445312, 154.2823944091797, 90.4207763671875)
264: (86.19274139404297, 153.60337829589844, 82.22928619384766)
265: (117.2529296875, 148.16677856445312, 46.987464904785156)
266: (164.09161376953125, 146.10379028320312, 71.5730209350586)
267: (197.9383544921875, 157.68324279785156, 77.31251525878906)
268: (164.4132537841797, 134.1188201904297, 83.88551330566406)
269: (166.99404907226562, 136.1986541748047, 95.62614440917969)
270: (146.0279083251953, 150.58705139160156, 51.962242126464844)
271: (152.74127197265625, 154.82460021972656, 61.41545486450195)
272: (101.72262573242188, 160.47145080566406, 96.81425476074219)
273: (139.1606903076172, 151.25003051757812, 59.79741668701172)
274: (135.6297149658203, 152.4979248046875, 61.126407623291016)
275: (110.88374328613281, 162.9537353515625, 79.29058074951172)
276: (102.93029022216797, 160.65548706054688, 96.58106994628906)
277: (97.90703582763672, 155.10888671875, 94.84772491455078)
278: (86.9804458618164, 153.6328582763672, 85.1482925415039)
279: (120.92626953125, 143.9388427734375, 48.44268035888672)
280: (144.4818572998047, 151.67225646972656, 45.14667510986328)
281: (195.4046630859375, 148.1472930908203, 72.53947448730469)
282: (148.55624389648438, 159.5755615234375, 57.8757209777832)
283: (196.61402893066406, 158.23768615722656, 81.3555679321289)
284: (164.46849060058594, 136.4521026611328, 82.04036712646484)
285: (165.29595947265625, 134.61053466796875, 85.77700805664062)
286: (164.25628662109375, 137.9162139892578, 79.9881591796875)
287: (162.85755920410156, 137.6238250732422, 83.7978515625)
288: (136.68873596191406, 160.28628540039062, 61.881614685058594)
289: (113.38827514648438, 161.7907257080078, 66.03675079345703)
290: (107.26504516601562, 160.77005004882812, 79.67694091796875)
291: (119.71047973632812, 158.22247314453125, 73.86246490478516)
292: (134.65597534179688, 152.39389038085938, 61.675682067871094)
293: (123.29932403564453, 159.45343017578125, 73.1774673461914)
294: (109.07559204101562, 161.8070526123047, 84.0987319946289)
295: (103.51834106445312, 156.3957977294922, 88.92455291748047)
296: (91.63470458984375, 153.3206329345703, 87.38327026367188)
297: (130.2374725341797, 146.13674926757812, 45.58123016357422)
298: (137.06103515625, 148.7233428955078, 44.37211990356445)
299: (171.0377655029297, 132.7367706298828, 57.20198440551758)
300: (196.29771423339844, 158.12994384765625, 80.03575897216797)
301: (154.67539978027344, 136.71055603027344, 94.8531265258789)
302: (161.71804809570312, 137.19290161132812, 85.96642303466797)
303: (158.88458251953125, 141.15823364257812, 65.89813232421875)
304: (101.04097747802734, 162.90179443359375, 74.1219482421875)
305: (107.62944030761719, 159.43948364257812, 89.52080535888672)
306: (108.2120132446289, 159.0485076904297, 73.98475646972656)
307: (97.54354858398438, 158.9551544189453, 94.94930267333984)
308: (102.52306365966797, 157.83274841308594, 91.87077331542969)
309: (97.41679382324219, 161.62753295898438, 63.09735870361328)
310: (86.91204071044922, 156.43507385253906, 87.06486511230469)
311: (129.11746215820312, 156.22073364257812, 64.7973861694336)
312: (103.27570343017578, 157.51022338867188, 93.35543060302734)
313: (91.60527801513672, 153.2509002685547, 87.3932876586914)
314: (125.20199584960938, 146.580078125, 46.288936614990234)
315: (119.12372589111328, 147.05886840820312, 47.42840576171875)
316: (164.6757049560547, 137.4561004638672, 53.60334014892578)
317: (196.7840118408203, 154.920654296875, 79.60859680175781)
318: (196.11692810058594, 157.79681396484375, 79.9124984741211)
319: (145.42376708984375, 139.5003204345703, 96.7964096069336)
320: (155.65374755859375, 130.17660522460938, 96.72762298583984)
321: (156.37158203125, 138.16041564941406, 98.1890869140625)
322: (110.4946517944336, 148.51568603515625, 86.95547485351562)
323: (99.69747924804688, 152.1405029296875, 95.04515838623047)
324: (106.15798950195312, 152.8712158203125, 88.19629669189453)
325: (92.82923889160156, 158.933349609375, 104.14183807373047)
326: (106.12916564941406, 156.7401885986328, 86.25843048095703)
327: (87.6400146484375, 158.92611694335938, 94.68160247802734)
328: (121.21196746826172, 159.88754272460938, 72.60601806640625)
329: (113.66065979003906, 157.5147705078125, 80.58477020263672)
330: (91.52178192138672, 153.84715270996094, 90.55564880371094)
331: (101.42236328125, 151.27073669433594, 56.87889862060547)
332: (142.20169067382812, 147.10317993164062, 46.18933868408203)
333: (180.4266357421875, 146.88783264160156, 101.12667846679688)
334: (132.35960388183594, 165.22618103027344, 45.969905853271484)
335: (200.98434448242188, 155.42327880859375, 77.4022216796875)
336: (196.62222290039062, 157.91795349121094, 78.30958557128906)
337: (153.51820373535156, 117.51959991455078, 98.21842193603516)
338: (150.67288208007812, 119.47509002685547, 90.05988311767578)
339: (151.70172119140625, 128.0646209716797, 95.7520523071289)
340: (169.7169952392578, 133.70059204101562, 102.66529083251953)
341: (159.30923461914062, 128.27279663085938, 98.27394104003906)
342: (119.96332550048828, 163.43487548828125, 61.57574462890625)
343: (141.23321533203125, 150.0149688720703, 58.055137634277344)
344: (97.08635711669922, 152.6636505126953, 94.78563690185547)
345: (90.95972442626953, 158.516357421875, 89.02130889892578)
346: (93.85713958740234, 158.3258514404297, 99.68024444580078)
347: (123.6630859375, 155.1147003173828, 68.74944305419922)
348: (87.24333190917969, 151.3253631591797, 84.53425598144531)
349: (147.17733764648438, 147.09164428710938, 48.671630859375)
350: (181.83714294433594, 147.81907653808594, 102.14842987060547)
351: (131.46498107910156, 161.9916534423828, 44.68450927734375)
352: (198.93292236328125, 156.86004638671875, 82.78172302246094)
353: (201.79537963867188, 157.431640625, 76.83345031738281)
354: (164.27783203125, 120.1059799194336, 102.28675079345703)
355: (152.0025177001953, 122.19540405273438, 92.40533447265625)
356: (158.9109649658203, 135.32196044921875, 94.39511108398438)
357: (160.8367156982422, 135.55543518066406, 101.57595825195312)
358: (158.6988983154297, 132.759765625, 101.2947006225586)
359: (162.53948974609375, 137.9468994140625, 90.03998565673828)
360: (102.83160400390625, 150.94056701660156, 92.86003875732422)
361: (103.70048522949219, 149.8722686767578, 93.79802703857422)
362: (105.70562744140625, 148.9409637451172, 91.4581527709961)
363: (92.52552032470703, 152.38307189941406, 94.26434326171875)
364: (86.92805480957031, 158.69241333007812, 85.22565460205078)
365: (88.03945922851562, 154.10580444335938, 78.36913299560547)
366: (93.922119140625, 157.0678253173828, 67.14903259277344)
367: (132.70440673828125, 164.1238250732422, 59.11394500732422)
368: (200.2564239501953, 154.3643798828125, 77.35697174072266)
369: (199.63079833984375, 158.87680053710938, 86.30608367919922)
370: (201.09390258789062, 156.1077117919922, 77.63497924804688)
371: (164.16226196289062, 120.08027648925781, 101.88384246826172)
372: (159.48809814453125, 133.7002410888672, 93.99662017822266)
373: (163.23184204101562, 134.61065673828125, 103.26176452636719)
374: (157.9540557861328, 135.75213623046875, 104.47623443603516)
375: (157.81724548339844, 132.7440643310547, 103.1825180053711)
376: (161.88458251953125, 138.41941833496094, 88.71288299560547)
377: (162.1089630126953, 140.96270751953125, 94.82776641845703)
378: (162.9344940185547, 140.65939331054688, 92.82351684570312)
379: (156.38035583496094, 137.81231689453125, 100.43895721435547)
380: (106.9642562866211, 152.13026428222656, 87.9861068725586)
381: (88.95915222167969, 161.58924865722656, 96.05228424072266)
382: (140.32412719726562, 153.6544647216797, 46.57564926147461)
383: (134.2152099609375, 150.97476196289062, 41.32940673828125)
384: (198.23582458496094, 170.37046813964844, 85.60308074951172)
385: (197.94166564941406, 167.01412963867188, 89.86141204833984)
386: (197.49188232421875, 174.44671630859375, 97.91436004638672)
